time_elapsed,eda,temp
1.0,0.7054251666666667,33.07233333333333
2.0,0.70481888,33.0766
3.0,0.7069192666666667,33.06933333333333
4.0,0.7061251399999999,33.07
5.0,0.7051260333333333,33.07033333333333
6.0,0.7055872,33.0646
7.0,0.7058518,33.065666666666665
8.0,0.7032305799999999,33.0702
9.0,0.7008142666666666,33.068
10.0,0.7094036,33.0608
11.0,0.7213912666666666,33.063
12.0,0.72146808,33.062599999999996
13.0,0.7223306666666667,33.06
16.0,0.7280774799999999,33.056599999999996
17.0,0.723099,33.05133333333333
18.0,0.72720578,33.0456
19.0,0.7326189000000001,33.043
20.0,0.73112458,33.0426
21.0,0.7307493,33.04266666666667
22.0,0.7244662199999999,33.0524
23.0,0.7205641333333334,33.057
24.0,0.70902062,33.0574
25.0,0.7076716333333334,33.06033333333333
26.0,0.7074581799999999,33.069
27.0,0.7075009333333334,33.068333333333335
28.0,0.7106600599999999,33.0698
29.0,0.7098063666666667,33.06666666666667
30.0,0.7115565,33.0668
31.0,0.7140753,33.062666666666665
32.0,0.7132983,33.0644
33.0,0.7141177666666667,33.065
34.0,0.71360538,33.0662
35.0,0.7137334333333334,33.067
36.0,0.7146043,33.0638
37.0,0.7138188666666666,33.062333333333335
38.0,0.71450186,33.063
39.0,0.7276506,33.061
40.0,0.7280515999999999,33.0586
41.0,0.7199232333333334,33.05933333333333
42.0,0.71931714,33.0552
43.0,0.7170204333333333,33.05466666666667
44.0,0.71437352,33.056799999999996
45.0,0.7133488333333333,33.05966666666667
46.0,0.71327202,33.061
47.0,0.7135197333333333,33.058
48.0,0.71693492,33.0596
49.0,0.7180447666666666,33.062
50.0,0.71327198,33.062
51.0,0.7148004,33.06366666666666
52.0,0.71690924,33.066199999999995
53.0,0.7185996666666667,33.06366666666666
54.0,0.7166272,33.060199999999995
55.0,0.7153124999999999,33.059999999999995
56.0,0.7127851599999999,33.0672
57.0,0.7135194666666667,33.071000000000005
58.0,0.71245218,33.0666
59.0,0.7125376666666667,33.07166666666667
60.0,0.71414282,33.0698
61.0,0.7118545000000001,33.068666666666665
62.0,0.71012126,33.072
